location_base,h3_resolution,h3_index,trip_count,passenger_count
DROPOFF,7,872a10625ffffff,12,15
DROPOFF,7,872a10626ffffff,3,8
DROPOFF,7,872a10628ffffff,9,16
DROPOFF,7,872a1062affffff,1,1
DROPOFF,7,872a1062bffffff,5,5
DROPOFF,7,872a1062cffffff,6,6
DROPOFF,7,872a1062dffffff,4,4
DROPOFF,7,872a1062effffff,2,3
DROPOFF,7,872a10630ffffff,1,1
DROPOFF,7,872a10634ffffff,1,2
DROPOFF,7,872a10635ffffff,1,1
DROPOFF,7,872a10636ffffff,2,5
DROPOFF,7,872a10640ffffff,2,6
DROPOFF,7,872a10641ffffff,1,1
DROPOFF,7,872a10643ffffff,1,1
DROPOFF,7,872a1064effffff,1,1
DROPOFF,7,872a10654ffffff,1,2
DROPOFF,7,872a1068affffff,1,1
DROPOFF,7,872a1068dffffff,1,2
DROPOFF,7,872a10692ffffff,1,2
DROPOFF,7,872a1069bffffff,1,1
DROPOFF,7,872a106a4ffffff,1,1
DROPOFF,7,872a106a8ffffff,2,2
DROPOFF,7,872a106a9ffffff,1,1
DROPOFF,7,872a106abffffff,2,2
DROPOFF,7,872a106adffffff,3,4
DROPOFF,7,872a106aeffffff,1,1
DROPOFF,7,872a106b1ffffff,1,1
DROPOFF,7,872a106c3ffffff,1,1
DROPOFF,7,872a106e4ffffff,1,1
DROPOFF,7,872a106f4ffffff,1,1
DROPOFF,7,872a10700ffffff,4,4
DROPOFF,7,872a10701ffffff,1,2
DROPOFF,7,872a10702ffffff,3,3
DROPOFF,7,872a10703ffffff,4,8
DROPOFF,7,872a10704ffffff,11,18
DROPOFF,7,872a10705ffffff,34,42
DROPOFF,7,872a10706ffffff,3,4
DROPOFF,7,872a10708ffffff,2,3
DROPOFF,7,872a1070affffff,3,4
DROPOFF,7,872a1070bffffff,24,53
DROPOFF,7,872a1070cffffff,1,2
DROPOFF,7,872a1070dffffff,1,1
DROPOFF,7,872a1070effffff,14,23
DROPOFF,7,872a10710ffffff,11,24
DROPOFF,7,872a10711ffffff,13,21
DROPOFF,7,872a10712ffffff,1,1
DROPOFF,7,872a10713ffffff,10,19
DROPOFF,7,872a10714ffffff,5,8
DROPOFF,7,872a10715ffffff,5,8
DROPOFF,7,872a10716ffffff,4,4
DROPOFF,7,872a1071affffff,525,849
DROPOFF,7,872a1071bffffff,2,3
DROPOFF,7,872a1071dffffff,20,31
DROPOFF,7,872a1071effffff,814,1377
DROPOFF,7,872a10720ffffff,95,125
DROPOFF,7,872a10721ffffff,19660,33139
DROPOFF,7,872a10722ffffff,6,7
DROPOFF,7,872a10723ffffff,57,74
DROPOFF,7,872a10724ffffff,38,57
DROPOFF,7,872a10725ffffff,45276,76182
DROPOFF,7,872a10726ffffff,12,19
DROPOFF,7,872a10728ffffff,20575,34663
DROPOFF,7,872a10729ffffff,4474,7379
DROPOFF,7,872a1072affffff,10,19
DROPOFF,7,872a1072bffffff,13,23
DROPOFF,7,872a1072cffffff,72540,121574
DROPOFF,7,872a1072dffffff,5190,8702
DROPOFF,7,872a1072effffff,156,239
DROPOFF,7,872a10731ffffff,7,10
DROPOFF,7,872a10732ffffff,2,2
DROPOFF,7,872a10733ffffff,2,2
DROPOFF,7,872a10734ffffff,1,1
DROPOFF,7,872a10735ffffff,1,1
DROPOFF,7,872a10740ffffff,107,184
DROPOFF,7,872a10741ffffff,129,228
DROPOFF,7,872a10742ffffff,16,20
DROPOFF,7,872a10743ffffff,40,84
DROPOFF,7,872a10744ffffff,230,368
DROPOFF,7,872a10745ffffff,133,214
DROPOFF,7,872a10746ffffff,196,333
DROPOFF,7,872a1074affffff,2,2
DROPOFF,7,872a1074effffff,1,1
DROPOFF,7,872a10750ffffff,17,53
DROPOFF,7,872a10752ffffff,18,44
DROPOFF,7,872a10753ffffff,19,39
DROPOFF,7,872a10754ffffff,178,258
DROPOFF,7,872a10755ffffff,199,297
DROPOFF,7,872a10756ffffff,13,22
DROPOFF,7,872a10759ffffff,1,1
DROPOFF,7,872a1075dffffff,2,2
DROPOFF,7,872a10760ffffff,118,201
DROPOFF,7,872a10761ffffff,41,58
DROPOFF,7,872a10762ffffff,406,669
DROPOFF,7,872a10763ffffff,124,213
DROPOFF,7,872a10764ffffff,133,209
DROPOFF,7,872a10765ffffff,69,123
DROPOFF,7,872a10766ffffff,328,556
DROPOFF,7,872a1076affffff,24,46
DROPOFF,7,872a1076bffffff,5,9
DROPOFF,7,872a1076cffffff,3,4
DROPOFF,7,872a1076dffffff,2,4
DROPOFF,7,872a1076effffff,24,32
DROPOFF,7,872a10770ffffff,438,744
DROPOFF,7,872a10771ffffff,242,417
DROPOFF,7,872a10772ffffff,163,270
DROPOFF,7,872a10773ffffff,389,638
DROPOFF,7,872a10774ffffff,3042,5056
DROPOFF,7,872a10775ffffff,1238,2075
DROPOFF,7,872a10776ffffff,185,291
DROPOFF,7,872a10780ffffff,1,1
DROPOFF,7,872a10785ffffff,1,1
DROPOFF,7,872a10791ffffff,2,2
DROPOFF,7,872a10795ffffff,2,2
DROPOFF,7,872a10796ffffff,3,3
DROPOFF,7,872a10798ffffff,1,1
DROPOFF,7,872a1079cffffff,1,1
DROPOFF,7,872a107a0ffffff,1,1
DROPOFF,7,872a107a1ffffff,2,2
DROPOFF,7,872a107a3ffffff,1,1
DROPOFF,7,872a107a4ffffff,1,1
DROPOFF,7,872a107a5ffffff,1,1
DROPOFF,7,872a107a9ffffff,5,6
DROPOFF,7,872a107acffffff,1,1
DROPOFF,7,872a107adffffff,47,66
DROPOFF,7,872a107aeffffff,1,1
DROPOFF,7,872a107b2ffffff,1,2
DROPOFF,7,872a107b6ffffff,2,2
DROPOFF,7,872a10815ffffff,1,1
DROPOFF,7,872a1081cffffff,1,1
DROPOFF,7,872a10881ffffff,1,1
DROPOFF,7,872a10889ffffff,8,8
DROPOFF,7,872a1088bffffff,1,1
DROPOFF,7,872a108abffffff,1,1
DROPOFF,7,872a108d6ffffff,1,1
DROPOFF,7,872a10952ffffff,1,2
DROPOFF,7,872a10a01ffffff,1,2
DROPOFF,7,872a10a04ffffff,1,1
DROPOFF,7,872a10a16ffffff,1,1
DROPOFF,7,872a10a1cffffff,1,1
DROPOFF,7,872a10a1effffff,1,1
DROPOFF,7,872a10a23ffffff,1,1
DROPOFF,7,872a10a81ffffff,1,2
DROPOFF,7,872a10a88ffffff,1,3
DROPOFF,7,872a10a8bffffff,1,1
DROPOFF,7,872a10a8cffffff,1,1
DROPOFF,7,872a10a8effffff,1,1
DROPOFF,7,872a10a90ffffff,2,2
DROPOFF,7,872a10a91ffffff,2,3
DROPOFF,7,872a10a92ffffff,2,2
DROPOFF,7,872a10a93ffffff,1,1
DROPOFF,7,872a10a94ffffff,2,6
DROPOFF,7,872a10a95ffffff,2,3
DROPOFF,7,872a10a96ffffff,2,2
DROPOFF,7,872a10a9bffffff,3,7
DROPOFF,7,872a10a9effffff,1,1
DROPOFF,7,872a10aa0ffffff,1,1
DROPOFF,7,872a10aa3ffffff,5,6
DROPOFF,7,872a10aa6ffffff,10,10
DROPOFF,7,872a10aaaffffff,1,1
DROPOFF,7,872a10aaeffffff,1,1
DROPOFF,7,872a10ab0ffffff,2,3
DROPOFF,7,872a10ab1ffffff,2,6
DROPOFF,7,872a10ab2ffffff,1,1
DROPOFF,7,872a10ab4ffffff,1,1
DROPOFF,7,872a10ab5ffffff,5,6
DROPOFF,7,872a10b09ffffff,1,2
DROPOFF,7,872a10b0affffff,2,7
DROPOFF,7,872a10b0dffffff,1,1
DROPOFF,7,872a10b19ffffff,1,1
DROPOFF,7,872a10b1cffffff,1,1
DROPOFF,7,872a10b74ffffff,1,3
DROPOFF,7,872a10b86ffffff,1,2
DROPOFF,7,872a10b8bffffff,1,1
DROPOFF,7,872a10b91ffffff,1,1
DROPOFF,7,872a10b92ffffff,1,1
DROPOFF,7,872a10b94ffffff,1,1
DROPOFF,7,872a10b9dffffff,1,1
DROPOFF,7,872a10c0dffffff,2,2
DROPOFF,7,872a10c29ffffff,1,1
DROPOFF,7,872a10c49ffffff,6,7
DROPOFF,7,872a10c4bffffff,2,3
DROPOFF,7,872a10c50ffffff,1,1
DROPOFF,7,872a10c58ffffff,1,1
DROPOFF,7,872a10c59ffffff,11,13
DROPOFF,7,872a10c5affffff,1,1
DROPOFF,7,872a10c5bffffff,2,3
DROPOFF,7,872a10c62ffffff,1,1
DROPOFF,7,872a10c68ffffff,1,1
DROPOFF,7,872a10c6cffffff,1,1
DROPOFF,7,872a10cb4ffffff,1,1
DROPOFF,7,872a10cc2ffffff,1,1
DROPOFF,7,872a10cc3ffffff,1,1
DROPOFF,7,872a10ccbffffff,1,1
DROPOFF,7,872a10ccdffffff,1,3
DROPOFF,7,872a10cd1ffffff,1,1
DROPOFF,7,872a10cdbffffff,1,1
DROPOFF,7,872a10ce8ffffff,1,1
DROPOFF,7,872a10cebffffff,1,1
DROPOFF,7,872a10d28ffffff,1,1
DROPOFF,7,872a10d40ffffff,1,1
DROPOFF,7,872a10d46ffffff,1,1
DROPOFF,7,872a10d4effffff,1,1
DROPOFF,7,872a10d59ffffff,1,1
DROPOFF,7,872a10d71ffffff,2,2
DROPOFF,7,872a11c83ffffff,1,2
DROPOFF,7,872a1284bffffff,2,2
DROPOFF,7,872a12a08ffffff,1,1
DROPOFF,7,872a12a2effffff,1,1
DROPOFF,7,872a12a40ffffff,2,3
DROPOFF,7,872a12a66ffffff,1,1
DROPOFF,7,872a12b46ffffff,1,1
DROPOFF,7,872a12b5bffffff,2,2
DROPOFF,7,872a12b64ffffff,1,1
DROPOFF,7,872a12b6dffffff,1,2
DROPOFF,7,872a12c84ffffff,1,1
DROPOFF,7,872a13806ffffff,1,1
DROPOFF,7,872a1391dffffff,1,2
DROPOFF,7,872a13c06ffffff,1,1
DROPOFF,7,872a13c0cffffff,1,2
DROPOFF,7,872a13c1cffffff,1,1
DROPOFF,7,872a13c33ffffff,1,1
DROPOFF,7,872a13cb5ffffff,1,2
DROPOFF,7,872a13d03ffffff,1,1
DROPOFF,7,872a13d20ffffff,2,5
DROPOFF,7,872a14209ffffff,1,1
DROPOFF,7,872a14256ffffff,1,2
DROPOFF,7,872a146abffffff,1,1
DROPOFF,7,872a146daffffff,1,1
DROPOFF,7,872a154a9ffffff,1,5
DROPOFF,7,872a1562effffff,1,1
DROPOFF,7,872a15c96ffffff,1,1
DROPOFF,7,872a1a8b2ffffff,1,1
DROPOFF,7,872a3032effffff,1,1
DROPOFF,7,872a30c50ffffff,1,1
DROPOFF,7,872a3652dffffff,1,1
DROPOFF,7,872a8151dffffff,1,2
DROPOFF,7,872a84c01ffffff,1,1
DROPOFF,7,872a8ca62ffffff,1,1
DROPOFF,7,872aa8446ffffff,1,1
DROPOFF,7,872aa845affffff,2,2
DROPOFF,7,872aadcb2ffffff,1,1
DROPOFF,7,872acc718ffffff,1,4
DROPOFF,7,872b88a13ffffff,1,1
DROPOFF,8,882a100007fffff,6,7
DROPOFF,8,882a100025fffff,11,12
DROPOFF,8,882a100027fffff,2,3
DROPOFF,8,882a100029fffff,1,2
DROPOFF,8,882a100039fffff,8,13
DROPOFF,8,882a10003bfffff,2,4
DROPOFF,8,882a100067fffff,2,6
DROPOFF,8,882a10006dfffff,3,3
DROPOFF,8,882a10008bfffff,2,2
DROPOFF,8,882a100093fffff,2,2
DROPOFF,8,882a10009dfffff,1,2
DROPOFF,8,882a1000a3fffff,7,18
DROPOFF,8,882a1000a7fffff,5,10
DROPOFF,8,882a1000adfffff,1,3
DROPOFF,8,882a1000b1fffff,22,42
DROPOFF,8,882a1000b3fffff,8,14
DROPOFF,8,882a1000b5fffff,11,20
DROPOFF,8,882a1000b7fffff,7,13
DROPOFF,8,882a1000bbfffff,5,5
DROPOFF,8,882a1000c3fffff,1,1
DROPOFF,8,882a1000d1fffff,1,6
DROPOFF,8,882a1000d3fffff,2,2
DROPOFF,8,882a1000d7fffff,3,3
DROPOFF,8,882a1000d9fffff,1,1
DROPOFF,8,882a1000dbfffff,1,1
DROPOFF,8,882a100101fffff,13,24
DROPOFF,8,882a100103fffff,10,11
DROPOFF,8,882a100105fffff,13,14
DROPOFF,8,882a100107fffff,26,52
DROPOFF,8,882a100109fffff,6,10
DROPOFF,8,882a10010bfffff,13,31
DROPOFF,8,882a10010dfffff,18,29
DROPOFF,8,882a100111fffff,18,39
DROPOFF,8,882a100113fffff,21,30
DROPOFF,8,882a100115fffff,16,33
DROPOFF,8,882a100117fffff,23,38
DROPOFF,8,882a100119fffff,6,20
DROPOFF,8,882a10011bfffff,16,31
DROPOFF,8,882a10011dfffff,6,11
DROPOFF,8,882a100121fffff,48,86
DROPOFF,8,882a100123fffff,39,78
DROPOFF,8,882a100125fffff,32,40
DROPOFF,8,882a100127fffff,54,83
DROPOFF,8,882a100129fffff,66,117
DROPOFF,8,882a10012bfffff,28,42
DROPOFF,8,882a10012dfffff,24,31
DROPOFF,8,882a100131fffff,31,59
DROPOFF,8,882a100133fffff,16,33
DROPOFF,8,882a100135fffff,42,71
DROPOFF,8,882a100137fffff,27,49
DROPOFF,8,882a100139fffff,24,27
DROPOFF,8,882a10013bfffff,35,57
DROPOFF,8,882a10013dfffff,10,24
DROPOFF,8,882a100141fffff,11,14
DROPOFF,8,882a100143fffff,11,15
DROPOFF,8,882a100145fffff,12,18
DROPOFF,8,882a100147fffff,11,24
DROPOFF,8,882a100149fffff,3,5
DROPOFF,8,882a10014bfffff,9,9
DROPOFF,8,882a10014dfffff,4,11
DROPOFF,8,882a100151fffff,18,31
DROPOFF,8,882a100153fffff,16,20
DROPOFF,8,882a100155fffff,17,47
DROPOFF,8,882a100157fffff,9,18
DROPOFF,8,882a100159fffff,2,5
DROPOFF,8,882a10015dfffff,9,13
DROPOFF,8,882a100161fffff,13,21
DROPOFF,8,882a100163fffff,2,3
DROPOFF,8,882a100167fffff,2,2
DROPOFF,8,882a100169fffff,60,117
DROPOFF,8,882a10016bfffff,17,31
DROPOFF,8,882a10016dfffff,10,17
DROPOFF,8,882a100181fffff,7,14
DROPOFF,8,882a100183fffff,1,2
DROPOFF,8,882a100185fffff,21,42
DROPOFF,8,882a100187fffff,9,10
DROPOFF,8,882a100189fffff,3,8
DROPOFF,8,882a10018bfffff,1,1
DROPOFF,8,882a10018dfffff,6,11
DROPOFF,8,882a100193fffff,2,2
DROPOFF,8,882a100195fffff,2,2
DROPOFF,8,882a10019bfffff,2,2
DROPOFF,8,882a10019dfffff,2,2
DROPOFF,8,882a1001a1fffff,8,10
DROPOFF,8,882a1001a3fffff,2,2
DROPOFF,8,882a1001a5fffff,24,29
DROPOFF,8,882a1001a7fffff,3,3
DROPOFF,8,882a1001a9fffff,42,62
DROPOFF,8,882a1001abfffff,13,27
DROPOFF,8,882a1001adfffff,42,78
DROPOFF,8,882a1001b3fffff,6,10
DROPOFF,8,882a1001b9fffff,4,10
DROPOFF,8,882a1001bdfffff,6,16
DROPOFF,8,882a1001c1fffff,15,31
DROPOFF,8,882a1001c3fffff,12,16
DROPOFF,8,882a1001c5fffff,17,33
DROPOFF,8,882a1001c7fffff,5,7
DROPOFF,8,882a1001c9fffff,13,24
DROPOFF,8,882a1001cbfffff,4,8
DROPOFF,8,882a1001cdfffff,20,35
DROPOFF,8,882a1001d1fffff,10,11
DROPOFF,8,882a1001d3fffff,6,8
DROPOFF,8,882a1001d5fffff,13,20
DROPOFF,8,882a1001d7fffff,4,5
DROPOFF,8,882a1001ddfffff,6,14
DROPOFF,8,882a1001e1fffff,60,115
DROPOFF,8,882a1001e3fffff,44,59
DROPOFF,8,882a1001e5fffff,48,87
DROPOFF,8,882a1001e7fffff,39,65
DROPOFF,8,882a1001e9fffff,20,36
DROPOFF,8,882a1001ebfffff,17,27
DROPOFF,8,882a1001edfffff,20,29
DROPOFF,8,882a100265fffff,1,1
DROPOFF,8,882a10028bfffff,1,1
DROPOFF,8,882a100293fffff,1,1
DROPOFF,8,882a100299fffff,1,1
DROPOFF,8,882a1002b5fffff,1,1
DROPOFF,8,882a1002c5fffff,1,1
DROPOFF,8,882a1002d3fffff,1,1
DROPOFF,8,882a100301fffff,1,2
DROPOFF,8,882a100305fffff,1,1
DROPOFF,8,882a100307fffff,3,3
DROPOFF,8,882a100309fffff,1,2
DROPOFF,8,882a10030bfffff,1,1
DROPOFF,8,882a100315fffff,1,1
DROPOFF,8,882a100317fffff,2,2
DROPOFF,8,882a10031dfffff,1,1
DROPOFF,8,882a100321fffff,1,1
DROPOFF,8,882a100325fffff,1,1
DROPOFF,8,882a100327fffff,1,1
DROPOFF,8,882a100329fffff,1,1
DROPOFF,8,882a10032dfffff,1,1
DROPOFF,8,882a100339fffff,2,5
DROPOFF,8,882a10033bfffff,1,6
DROPOFF,8,882a10033dfffff,2,3
DROPOFF,8,882a100341fffff,1,2
DROPOFF,8,882a100343fffff,1,6
DROPOFF,8,882a100345fffff,1,1
DROPOFF,8,882a100347fffff,1,1
DROPOFF,8,882a10034dfffff,1,1
DROPOFF,8,882a100351fffff,1,1
DROPOFF,8,882a100355fffff,2,2
DROPOFF,8,882a100357fffff,2,3
DROPOFF,8,882a100359fffff,4,4
DROPOFF,8,882a10035dfffff,2,3
DROPOFF,8,882a100361fffff,1,1
DROPOFF,8,882a100367fffff,3,7
DROPOFF,8,882a10036bfffff,1,1
DROPOFF,8,882a10036dfffff,1,1
DROPOFF,8,882a100403fffff,1,1
DROPOFF,8,882a100405fffff,1,1
DROPOFF,8,882a100407fffff,2,3
DROPOFF,8,882a10040bfffff,1,3
DROPOFF,8,882a100417fffff,1,1
DROPOFF,8,882a100419fffff,1,1
DROPOFF,8,882a10041bfffff,1,1
DROPOFF,8,882a10041dfffff,1,1
DROPOFF,8,882a100421fffff,4,4
DROPOFF,8,882a100423fffff,4,10
DROPOFF,8,882a100425fffff,4,4
DROPOFF,8,882a100427fffff,1,2
DROPOFF,8,882a10042bfffff,2,3
DROPOFF,8,882a10042dfffff,7,17
DROPOFF,8,882a100435fffff,1,1
DROPOFF,8,882a100437fffff,3,3
DROPOFF,8,882a100439fffff,2,7
DROPOFF,8,882a100441fffff,1,1
DROPOFF,8,882a100445fffff,1,1
DROPOFF,8,882a100447fffff,2,2
DROPOFF,8,882a100449fffff,3,4
DROPOFF,8,882a10044bfffff,2,2
DROPOFF,8,882a10044dfffff,1,4
DROPOFF,8,882a100453fffff,6,20
DROPOFF,8,882a10045bfffff,1,1
DROPOFF,8,882a10045dfffff,5,5
DROPOFF,8,882a100463fffff,1,5
DROPOFF,8,882a100465fffff,2,2
DROPOFF,8,882a100467fffff,1,1
DROPOFF,8,882a100469fffff,1,5
DROPOFF,8,882a10046bfffff,2,3
DROPOFF,8,882a10046dfffff,2,2
DROPOFF,8,882a100483fffff,1,1
DROPOFF,8,882a100485fffff,1,1
DROPOFF,8,882a100489fffff,2,2
DROPOFF,8,882a10048bfffff,1,1
DROPOFF,8,882a100495fffff,4,4
DROPOFF,8,882a10049bfffff,1,3
DROPOFF,8,882a1004a1fffff,1,5
DROPOFF,8,882a1004a5fffff,2,3
DROPOFF,8,882a1004a7fffff,2,2
DROPOFF,8,882a1004a9fffff,1,3
DROPOFF,8,882a1004abfffff,1,2
DROPOFF,8,882a1004adfffff,3,5
DROPOFF,8,882a1004b1fffff,1,2
DROPOFF,8,882a1004b3fffff,1,1
DROPOFF,8,882a1004b7fffff,1,3
DROPOFF,8,882a1004bbfffff,2,2
DROPOFF,8,882a1004bdfffff,3,3
DROPOFF,8,882a1004c1fffff,1,1
DROPOFF,8,882a1004c5fffff,1,1
DROPOFF,8,882a1004c7fffff,2,5
DROPOFF,8,882a1004c9fffff,1,1
DROPOFF,8,882a1004d1fffff,2,2
DROPOFF,8,882a1004d7fffff,1,1
DROPOFF,8,882a1004e9fffff,1,1
DROPOFF,8,882a1004edfffff,1,2
DROPOFF,8,882a100501fffff,7,11
DROPOFF,8,882a100503fffff,5,6
DROPOFF,8,882a100505fffff,5,7
DROPOFF,8,882a100507fffff,11,26
DROPOFF,8,882a100509fffff,5,6
DROPOFF,8,882a10050bfffff,5,10
DROPOFF,8,882a10050dfffff,6,8
DROPOFF,8,882a100511fffff,8,17
DROPOFF,8,882a100513fffff,3,3
DROPOFF,8,882a100515fffff,11,22
DROPOFF,8,882a100517fffff,9,19
DROPOFF,8,882a100519fffff,8,16
DROPOFF,8,882a10051bfffff,6,11
DROPOFF,8,882a10051dfffff,7,19
DROPOFF,8,882a100521fffff,8,15
DROPOFF,8,882a100523fffff,6,7
DROPOFF,8,882a100525fffff,7,10
DROPOFF,8,882a100527fffff,28,47
DROPOFF,8,882a100529fffff,5,5
DROPOFF,8,882a10052bfffff,4,6
DROPOFF,8,882a10052dfffff,7,15
DROPOFF,8,882a100531fffff,6,7
DROPOFF,8,882a100533fffff,18,24
DROPOFF,8,882a100535fffff,4,11
DROPOFF,8,882a100537fffff,5,8
DROPOFF,8,882a100539fffff,3,4
DROPOFF,8,882a10053bfffff,4,5
DROPOFF,8,882a10053dfffff,8,13
DROPOFF,8,882a100541fffff,6,7
DROPOFF,8,882a100543fffff,8,18
DROPOFF,8,882a100545fffff,13,18
DROPOFF,8,882a100547fffff,5,6
DROPOFF,8,882a100549fffff,2,2
DROPOFF,8,882a10054bfffff,8,10
DROPOFF,8,882a10054dfffff,6,16
DROPOFF,8,882a100551fffff,7,17
DROPOFF,8,882a100553fffff,8,14
DROPOFF,8,882a100555fffff,1,1
DROPOFF,8,882a100557fffff,9,10
DROPOFF,8,882a100559fffff,7,14
DROPOFF,8,882a10055bfffff,2,2
DROPOFF,8,882a10055dfffff,4,9
DROPOFF,8,882a100561fffff,9,18
DROPOFF,8,882a100563fffff,15,19
DROPOFF,8,882a100565fffff,6,6
DROPOFF,8,882a100567fffff,27,48
DROPOFF,8,882a100569fffff,5,6
DROPOFF,8,882a10056dfffff,3,7
DROPOFF,8,882a100581fffff,9,22
DROPOFF,8,882a100583fffff,6,11
DROPOFF,8,882a100585fffff,4,4
DROPOFF,8,882a100587fffff,21,28
DROPOFF,8,882a100589fffff,3,5
DROPOFF,8,882a10058dfffff,6,7
DROPOFF,8,882a100591fffff,2,2
DROPOFF,8,882a100593fffff,1,1
DROPOFF,8,882a100595fffff,2,3
DROPOFF,8,882a100597fffff,4,8
DROPOFF,8,882a100599fffff,2,2
DROPOFF,8,882a10059bfffff,2,14
DROPOFF,8,882a10059dfffff,3,4
DROPOFF,8,882a1005a1fffff,11,15
DROPOFF,8,882a1005a3fffff,4,4
DROPOFF,8,882a1005a5fffff,9,10
DROPOFF,8,882a1005a7fffff,3,3
DROPOFF,8,882a1005a9fffff,12,20
DROPOFF,8,882a1005abfffff,6,10
DROPOFF,8,882a1005adfffff,5,8
DROPOFF,8,882a1005b1fffff,3,7
DROPOFF,8,882a1005b3fffff,7,12
DROPOFF,8,882a1005b5fffff,5,5
DROPOFF,8,882a1005b7fffff,8,15
DROPOFF,8,882a1005b9fffff,5,11
DROPOFF,8,882a1005bbfffff,12,16
DROPOFF,8,882a1005bdfffff,9,14
DROPOFF,8,882a1005c1fffff,1,1
DROPOFF,8,882a1005c3fffff,3,8
DROPOFF,8,882a1005c7fffff,4,4
DROPOFF,8,882a1005c9fffff,1,1
DROPOFF,8,882a1005cbfffff,1,1
DROPOFF,8,882a1005cdfffff,1,2
DROPOFF,8,882a1005d1fffff,2,2
DROPOFF,8,882a1005d3fffff,1,1
DROPOFF,8,882a1005d5fffff,3,3
DROPOFF,8,882a1005d7fffff,2,2
DROPOFF,8,882a1005d9fffff,3,8
DROPOFF,8,882a1005dbfffff,1,1
DROPOFF,8,882a1005e1fffff,7,13
DROPOFF,8,882a1005e3fffff,4,6
DROPOFF,8,882a1005e5fffff,24,36
DROPOFF,8,882a1005e7fffff,14,26
DROPOFF,8,882a1005e9fffff,11,18
DROPOFF,8,882a1005ebfffff,5,5
DROPOFF,8,882a1005edfffff,14,18
DROPOFF,8,882a100617fffff,2,2
DROPOFF,8,882a100619fffff,1,1
DROPOFF,8,882a10061bfffff,3,8
DROPOFF,8,882a100627fffff,1,1
DROPOFF,8,882a10063bfffff,2,2
DROPOFF,8,882a100661fffff,1,4
DROPOFF,8,882a10066dfffff,1,5
DROPOFF,8,882a100687fffff,1,2
DROPOFF,8,882a100689fffff,5,7
DROPOFF,8,882a1006a1fffff,2,3
DROPOFF,8,882a1006a3fffff,2,2
DROPOFF,8,882a1006a7fffff,1,1
DROPOFF,8,882a1006adfffff,1,1
DROPOFF,8,882a1006b1fffff,1,5
DROPOFF,8,882a1006bbfffff,2,2
DROPOFF,8,882a1006c5fffff,3,3
DROPOFF,8,882a1006d3fffff,1,2
DROPOFF,8,882a1006d7fffff,1,3
DROPOFF,8,882a1006ddfffff,1,1
DROPOFF,8,882a1006e1fffff,1,1
DROPOFF,8,882a1006e3fffff,1,5
DROPOFF,8,882a1006e5fffff,1,1
DROPOFF,8,882a1006e9fffff,3,3
DROPOFF,8,882a1006edfffff,1,1
DROPOFF,8,882a100701fffff,1,1
DROPOFF,8,882a10070bfffff,1,1
DROPOFF,8,882a10070dfffff,1,1
DROPOFF,8,882a100711fffff,1,1
DROPOFF,8,882a100715fffff,1,1
DROPOFF,8,882a100717fffff,1,1
DROPOFF,8,882a100719fffff,1,1
DROPOFF,8,882a100721fffff,3,8
DROPOFF,8,882a100723fffff,1,1
DROPOFF,8,882a100725fffff,9,11
DROPOFF,8,882a100727fffff,3,8
DROPOFF,8,882a100729fffff,1,2
DROPOFF,8,882a100733fffff,2,6
DROPOFF,8,882a100735fffff,1,1
DROPOFF,8,882a100737fffff,2,7
DROPOFF,8,882a10073dfffff,2,2
DROPOFF,8,882a10074dfffff,1,1
DROPOFF,8,882a100751fffff,1,1
DROPOFF,8,882a100759fffff,1,3
DROPOFF,8,882a100763fffff,2,2
DROPOFF,8,882a100767fffff,2,2
DROPOFF,8,882a100769fffff,1,1
DROPOFF,8,882a100801fffff,1,4
DROPOFF,8,882a10080bfffff,2,2
DROPOFF,8,882a100815fffff,1,1
DROPOFF,8,882a100819fffff,2,1
DROPOFF,8,882a100825fffff,1,1
DROPOFF,8,882a100829fffff,2,3
DROPOFF,8,882a10082bfffff,2,2
DROPOFF,8,882a10082dfffff,1,1
DROPOFF,8,882a100839fffff,1,1
DROPOFF,8,882a10083bfffff,1,1
DROPOFF,8,882a100843fffff,6,6
DROPOFF,8,882a100845fffff,2,2
DROPOFF,8,882a100847fffff,1,1
DROPOFF,8,882a10084bfffff,1,3
DROPOFF,8,882a10084dfffff,1,1
DROPOFF,8,882a100851fffff,10,12
DROPOFF,8,882a100855fffff,7,8
DROPOFF,8,882a100857fffff,4,6
DROPOFF,8,882a10085dfffff,4,5
DROPOFF,8,882a100861fffff,4,4
DROPOFF,8,882a100865fffff,3,3
DROPOFF,8,882a100869fffff,1,1
DROPOFF,8,882a100881fffff,3770,6283
DROPOFF,8,882a100883fffff,11179,18750
DROPOFF,8,882a100887fffff,931,1542
DROPOFF,8,882a100889fffff,5124,8585
DROPOFF,8,882a10088bfffff,4269,6992
DROPOFF,8,882a100891fffff,18003,29996
DROPOFF,8,882a100893fffff,19091,31561
DROPOFF,8,882a100895fffff,5016,8420
DROPOFF,8,882a100897fffff,7561,12442
DROPOFF,8,882a100899fffff,12143,20126
DROPOFF,8,882a10089bfffff,12761,21403
DROPOFF,8,882a10089dfffff,1708,2828
DROPOFF,8,882a1008a3fffff,5,5
DROPOFF,8,882a1008a5fffff,1,1
DROPOFF,8,882a1008a7fffff,2,2
DROPOFF,8,882a1008a9fffff,3,7
DROPOFF,8,882a1008b1fffff,4019,6697
DROPOFF,8,882a1008b3fffff,13095,21839
DROPOFF,8,882a1008b5fffff,4,7
DROPOFF,8,882a1008b7fffff,397,658
